url,users,categories,searches,inlinks,top_tags,tags,pagerank,name,query,aol500k_id,date,time,rank,anchor_text,user,tags2,date3
http://www.autotechs.info/,0,1,1,0,0,0,2,top/shopping/tools/vehicle repair,,,,,,,,,
http://www.autotechs.info/,0,1,1,0,0,0,2,,ammco tools inc,1727150,16/03/2006,17:15:32,10,,,,
http://discountpoolcues.com/,0,1,1,0,0,0,2,top/shopping/sports/billiards/cues and cue cases,,,,,,,,,
http://discountpoolcues.com/,0,1,1,0,0,0,2,,pool cues,3808107,24/05/2006,03:56:35,12,,,,
http://www.buenosairesweek.com.ar/,0,2,1,0,0,0,2,top/world/espa??regional/am?ca/argentina/provincias/ciudad aut??a de buenos aires/viajes y turismo/alojamiento/departamentos,,,,,,,,,
http://www.buenosairesweek.com.ar/,0,2,1,0,0,0,2,top/regional/south america/argentina/provinces/buenos aires city/travel and tourism/lodging/vacation rentals,,,,,,,,,
http://www.buenosairesweek.com.ar/,0,2,1,0,0,0,2,,buenos aires apartments,10203607,19/04/2006,01:58:01,39,,,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,top/society/disabled/service animals/dogs,,,,,,,,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,canine support team temecula,6907832,22/05/2006,19:34:55,1,,,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,canine support teams,5251666,12/03/2006,17:37:46,1,,,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,canine support team,5251666,18/03/2006,12:52:43,1,,,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,,,,,,Canine Support Teams,,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,,,,,,Canine Support Teams,,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,,,,,,www.caninesupportteams.org,,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,,,,,,Canine Support Teams (assistance dogs),,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,,,,,,Canine Support Teams (assistance dogs),,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,,,,,,Canine Support Teams (assistance dogs),,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,,,,,,Canine Support Teams (assistance dogs),,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,,,,,,Canine Support Teams (assistance dogs),,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,,,,,,www.caninesupportteams.org,,,
http://www.caninesupportteams.org/,0,1,3,10,0,0,3,,,,,,,Canine Support Teams,,,
http://www.carriagebarnantiques.com/,1,1,1,2,0,4,3,top/regional/north america/united states/pennsylvania/localities/c/clarks summit/business and economy,,,,,,,fabfindsblog,poconos, shopping, antiques, clarkssummit,Mar-06
http://www.carriagebarnantiques.com/,1,1,1,2,0,4,3,,antiques in pa.,6239285,16/03/2006,11:39:02,10,,fabfindsblog,poconos, shopping, antiques, clarkssummit,Mar-06
http://www.carriagebarnantiques.com/,1,1,1,2,0,4,3,,,,,,,Carriage Barn Antiques,fabfindsblog,poconos, shopping, antiques, clarkssummit,Mar-06
http://www.carriagebarnantiques.com/,1,1,1,2,0,4,3,,,,,,,The Carriage Barn,fabfindsblog,poconos, shopping, antiques, clarkssummit,Mar-06
http://www.schoolmasters.com/,1,1,1,2,0,1,4,top/reference/education/products and services/teaching stores,,,,,,,coachjmsmith26,nstainfo,Abr-07
http://www.schoolmasters.com/,1,1,1,2,0,1,4,,wolverine sports,23970341,31/05/2006,07:36:04,1,,coachjmsmith26,nstainfo,Abr-07
http://www.schoolmasters.com/,1,1,1,2,0,1,4,,,,,,,NCA Home,coachjmsmith26,nstainfo,Abr-07
http://www.schoolmasters.com/,1,1,1,2,0,1,4,,,,,,,School-Tech, Inc.,coachjmsmith26,nstainfo,Abr-07
http://www.ezfloodinsurance.com/,0,1,2,1,0,0,2,top/business/financial services/insurance/agents and marketers/home and property/flood,,,,,,,,,
http://www.ezfloodinsurance.com/,0,1,2,1,0,0,2,,flood insurance nj,3460895,04/05/2006,22:39:48,54,,,,
http://www.ezfloodinsurance.com/,0,1,2,1,0,0,2,,flood insurance rates,224550,11/04/2006,01:35:07,7,
http://www.ezfloodinsurance.com/,0,1,2,1,0,0,2,,,,,,,Flood Insurance Agency
http://www.oxyvinyls.com/,0,1,1,5,0,0,4,top/business/chemicals/polymers/plastics/resins and compounds/pvc,,,,,,
http://www.oxyvinyls.com/,0,1,1,5,0,0,4,,chlorination ethylene,4496957,22/05/2006,19:12:58,1,
http://www.oxyvinyls.com/,0,1,1,5,0,0,4,,,,,,,Oxy Vinyls, LP
http://www.oxyvinyls.com/,0,1,1,5,0,0,4,,,,,,,Oxy Vinyls
http://www.oxyvinyls.com/,0,1,1,5,0,0,4,,,,,,,Home
http://www.oxyvinyls.com/,0,1,1,5,0,0,4,,,,,,,Oxy Vinyls LP
http://www.oxyvinyls.com/,0,1,1,5,0,0,4,,,,,,,Oxyvinyls
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,top/sports/equestrian/vacations and touring/north america/united states/washington,,,,,,
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,top/recreation/outdoors/guides and outfitters/north america/united states/washington,,,,,,
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,,icicle,653510,01/03/2006,14:50:54,4,
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,,muledeer hunting guides in washington state,6920130,29/04/2006,19:45:53,10,
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,,,,,,,ARTMAM-NET
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,,,,,,,Home
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,,,,,,,Created for Reasonable Purposes
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,,,,,,,Home
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,,,,,,,ARTMAM-NET
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,,,,,,,Icicle Outfitters Web Site
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,,,,,,,www.icicleoutfitters.com
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,,,,,,,Icicle Outfitters & Guides
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,,,,,,,Icicle Outfitters & Guides
http://www.icicleoutfitters.com/,0,2,2,10,0,0,4,,,,,,,Icicle Outfitters & Guides
http://www.filrealty.com/,0,1,1,0,0,0,3,top/regional/asia/philippines/business and economy/real estate/directories,,,,,,
http://www.filrealty.com/,0,1,1,0,0,0,3,,california scents,4821910,22/03/2006,11:15:16,2,
http://www.ppcwm.org/,0,1,1,2,0,0,5,top/regional/north america/united states/michigan/metro areas/grand rapids-kalamazoo/health,,,,,,
http://www.ppcwm.org/,0,1,1,2,0,0,5,,planned parenthood michigan,8800083,23/05/2006,14:53:37,5,
http://www.ppcwm.org/,0,1,1,2,0,0,5,,,,,,,www.ppcwm.org
http://www.ppcwm.org/,0,1,1,2,0,0,5,,,,,,,Planned Parenthood Centers of West Michigan
